Localidad: Cumbres,DV,DR,RV,RR,TEMP,HR,PA,Precipitación ,RS,Fecha,Hora
Localidad: Cumbres,196,165,3.9,6.8,20.8,100,931.7,0,0,04/03/2028,0.548611111
Localidad: Cumbres,108,52,3.2,7.2,20.7,100,931.7,0,0,05/03/2028,0.541666667
Localidad: Cumbres,50,47,2.9,10.1,20.2,100,931.8,0,0,06/03/2028,0.534722222
Localidad: Cumbres,3,344,3.7,9.7,19.7,100,931.9,0,0,07/03/2028,0.527777778
Localidad: Cumbres,354,16,7.3,16.2,19.5,100,932,0,0,08/03/2028,0.520833333
Localidad: Cumbres,348,344,6.7,13.3,19.3,100,932.1,0,0,09/03/2028,0.513888889
Localidad: Cumbres,342,341,6.8,13,19.1,100,932.1,0,0,10/03/2028,0.506944444
Localidad: Cumbres,4,355,7.7,15.8,19.1,100,932.2,0,0,11/03/2028,0.5
Localidad: Cumbres,30,8,8,19.4,19.2,100,932.2,0,0,12/03/2028,0.493055556
Localidad: Cumbres,32,56,8.4,17.6,19.4,100,932.3,0,0,13/03/2028,0.486111111
Localidad: Cumbres,37,53,8.7,24.8,19.8,100,932.4,0,0,14/03/2028,0.479166667
Localidad: Cumbres,41,64,7.4,23.8,19.9,100,932.4,0,0,15/03/2028,0.472222222
Localidad: Cumbres,31,42,7.8,25.9,19.7,99,932.3,0,0,16/03/2028,0.465277778
Localidad: Cumbres,35,349,7.2,19.4,19.9,17,932.3,0,0,17/03/2028,0.458333333
Localidad: Cumbres,27,17,6.1,17.3,19.5,0,932.1,0,0,18/03/2028,0.451388889
Localidad: Cumbres,10,31,8.9,23,19.4,0,932.1,0,0,19/03/2028,0.444444444
Localidad: Cumbres,43,48,5.6,17.3,19.5,0,932,0,0,20/03/2028,0.4375
Localidad: Cumbres,54,37,5.4,17.6,19.4,0,932,0,0,21/03/2028,0.430555556
Localidad: Cumbres,355,353,2,6.1,18.6,0,932.1,0,0,22/03/2028,0.423611111
Localidad: Cumbres,84,6,1.4,3.6,18.4,0,932.6,0,0,23/03/2028,0.416666667
Localidad: Cumbres,100,87,1.7,4,18.2,0,933,0,0,24/03/2028,0.409722222
Localidad: Cumbres,57,101,1.2,4,18.2,0,933.1,0,0,25/03/2028,0.402777778
Localidad: Cumbres,34,269,1.4,17.6,18.1,0,933,0,0,26/03/2028,0.395833333
Localidad: Cumbres,21,156,2.5,5.4,18.1,0,932.8,0,0,27/03/2028,0.388888889
Localidad: Cumbres,3,27,4.9,12.2,18,0,932.7,0,0,28/03/2028,0.381944444
Localidad: Cumbres,355,355,4.5,9.4,18.1,0,932.2,0,0,29/03/2028,0.375
Localidad: Cumbres,14,49,5.3,11.9,18.1,0,931.9,0,0,30/03/2028,0.368055556
Localidad: Cumbres,12,342,3.3,11.2,18.1,0,931.9,0,0,31/03/2028,0.361111111
Localidad: Cumbres,309,259,0.6,2.2,18,0,932,0,0,01/04/2028,0.354166667
Localidad: Cumbres,62,350,2.6,6.5,18,0,932,0,0,02/04/2028,0.347222222
Localidad: Cumbres,333,334,3.6,7.9,18,0,931.9,0,0,03/04/2028,0.340277778
Localidad: Cumbres,306,318,1.9,5,17.9,0,931.8,0,0,04/04/2028,0.333333333
Localidad: Cumbres,181,111,0.6,2.2,17.8,0,931.9,0,0,05/04/2028,0.326388889
Localidad: Cumbres,123,123,1.1,2.5,17.7,0,931.9,0,0,06/04/2028,0.319444444
Localidad: Cumbres,322,304,1.1,2.5,17.6,0,931.9,0,0,07/04/2028,0.3125
Localidad: Cumbres,227,287,0.9,2.5,17.6,0,931.9,0,0,08/04/2028,0.305555556
Localidad: Cumbres,318,337,0.3,1.4,17.5,0,931.8,0,0,09/04/2028,0.298611111
Localidad: Cumbres,267,264,0.4,1.8,17.5,0,931.7,0,0,10/04/2028,0.291666667
Localidad: Cumbres,235,207,0.6,1.8,17.5,0,931.7,0,0,11/04/2028,0.284722222
Localidad: Cumbres,223,185,1.2,2.2,17.5,0,931.7,0,0,12/04/2028,0.277777778
Localidad: Cumbres,13,90,0.7,2.9,17.5,0,931.6,0,0,13/04/2028,0.270833333
Localidad: Cumbres,1,110,0.9,3.2,17.4,0,931.5,0,0,14/04/2028,0.263888889
Localidad: Cumbres,11,346,1,2.2,17.4,0,931.4,0,0,15/04/2028,0.256944444
Localidad: Cumbres,172,111,0.9,2.2,17.4,0,931.4,0,0,16/04/2028,0.25
Localidad: Cumbres,210,188,0.4,1.4,17.4,0,931.3,0,0,17/04/2028,0.243055556
Localidad: Cumbres,314,353,0.6,1.8,17.4,0,931.2,0,0,18/04/2028,0.236111111
Localidad: Cumbres,276,276,0.5,1.8,17.4,0,931.1,0,0,19/04/2028,0.229166667
Localidad: Cumbres,267,148,0.3,1.1,17.4,0,931,0,0,20/04/2028,0.222222222
Localidad: Cumbres,117,171,0.1,1.4,17.4,0,931,0,0,21/04/2028,0.215277778
Localidad: Cumbres,159,135,0.4,2.2,17.4,0,930.9,0,0,22/04/2028,0.208333333
Localidad: Cumbres,213,170,0.9,3.2,17.4,0,930.8,0,0,23/04/2028,0.201388889
Localidad: Cumbres,181,170,2.2,4.3,17.4,0,930.6,0,0,24/04/2028,0.194444444
Localidad: Cumbres,355,16,3,11.9,17.4,0,930.5,0,0,25/04/2028,0.1875
Localidad: Cumbres,9,29,6.8,14.4,17.4,0,930.4,0,0,26/04/2028,0.180555556
Localidad: Cumbres,3,25,6.7,14,17.4,0,930.4,0,0,27/04/2028,0.173611111
Localidad: Cumbres,12,345,6.9,15.5,17.4,0,930.4,0,0,28/04/2028,0.166666667
Localidad: Cumbres,356,355,7.8,16.6,17.4,0,930.4,0,0,29/04/2028,0.159722222
Localidad: Cumbres,357,18,8.1,17.3,17.4,0,930.5,0,0,30/04/2028,0.152777778
Localidad: Cumbres,4,25,7.6,15.8,17.3,0,930.7,0,0,01/05/2028,0.145833333
Localidad: Cumbres,357,344,6.1,14,17.3,0,930.7,0,0,02/05/2028,0.138888889
Localidad: Cumbres,28,16,4.2,14.8,17.3,0,930.7,0,0,03/05/2028,0.131944444
Localidad: Cumbres,354,3,5.9,12.2,17.3,0,930.8,0,0,04/05/2028,0.125
Localidad: Cumbres,356,19,7,14,17.3,0,930.9,0,0,05/05/2028,0.118055556
Localidad: Cumbres,8,340,7.1,15.8,17.2,0,930.9,0,0,06/05/2028,0.111111111
Localidad: Cumbres,352,343,8.3,18.4,17.2,0,930.9,0,0,07/05/2028,0.104166667
Localidad: Cumbres,355,14,5.7,13.3,17.3,0,931.1,0.2,0,08/05/2028,0.097222222
Localidad: Cumbres,358,27,8.9,20.5,17.2,0,931.1,0,0,09/05/2028,0.090277778
Localidad: Cumbres,359,9,6.1,11.2,17.2,0,931.1,0,0,10/05/2028,0.083333333
Localidad: Cumbres,330,350,2.4,6.8,17.2,0,931.2,0,0,11/05/2028,0.076388889
Localidad: Cumbres,322,352,1.4,4.3,17.2,2,931.3,0,0,12/05/2028,0.069444444
Localidad: Cumbres,272,221,1.1,3.2,17.2,6,931.4,0,0,13/05/2028,0.0625
Localidad: Cumbres,186,111,0.8,2.2,17.2,7,931.5,0,0,14/05/2028,0.055555556
Localidad: Cumbres,226,200,1.9,4,17.2,17,931.6,0,0,15/05/2028,0.048611111
Localidad: Cumbres,303,341,2,5,17.2,21,931.5,0,0,16/05/2028,0.041666667
Localidad: Cumbres,191,175,2.2,4.3,17.2,23,931.5,0,0,17/05/2028,0.034722222
Localidad: Cumbres,317,315,1.8,4,17.2,27,931.6,0,0,18/05/2028,0.027777778
Localidad: Cumbres,338,342,3.7,8.3,17.2,34,931.6,0,0,19/05/2028,0.020833333
Localidad: Cumbres,313,288,2.2,5,17.2,41,931.7,0,0,20/05/2028,0.013888889
Localidad: Cumbres,246,172,1.6,5,17.2,44,931.7,0,0,21/05/2028,0.006944444
Localidad: Cumbres,225,303,2.1,4,17.2,50,931.8,0,0,22/05/2028,0
Localidad: Cumbres,189,161,2.5,5,17.2,55,931.8,0,0,23/05/2028,0.993055556
Localidad: Cumbres,272,202,1.3,3.6,17.2,61,931.9,0,0,24/05/2028,0.986111111
Localidad: Cumbres,64,353,0.9,3.2,17.2,65,931.9,0,0,25/05/2028,0.979166667
Localidad: Cumbres,243,308,1.8,4.7,17.2,71,932,0,0,26/05/2028,0.972222222
Localidad: Cumbres,141,353,2.2,6.5,17.3,72,932.2,0,0,27/05/2028,0.965277778
Localidad: Cumbres,359,352,2.8,6.5,17.2,79,932.2,0,0,28/05/2028,0.958333333
Localidad: Cumbres,4,350,2.6,6.5,17.2,86,932.2,0,0,29/05/2028,0.951388889
Localidad: Cumbres,162,345,1.7,5.8,17.2,90,932.3,0,0,30/05/2028,0.944444444
Localidad: Cumbres,141,53,1.1,7.6,17.2,94,932.4,0,0,31/05/2028,0.9375
Localidad: Cumbres,355,352,4.2,10.4,17.2,99,932.4,0,0,01/06/2028,0.930555556
Localidad: Cumbres,316,317,1.8,7.2,17.2,100,932.5,0,0,02/06/2028,0.923611111
Localidad: Cumbres,111,320,1.2,3.6,17.1,100,932.6,0,0,03/06/2028,0.916666667
Localidad: Cumbres,241,283,1,2.5,17.1,100,932.5,0,0,04/06/2028,0.909722222
Localidad: Cumbres,171,180,1.2,4.3,17.1,100,932.4,0,0,05/06/2028,0.902777778
Localidad: Cumbres,223,187,1.9,4.7,17.1,100,932.3,0,0,06/06/2028,0.895833333
Localidad: Cumbres,196,119,1.5,3.6,17.1,100,932.3,0,0,07/06/2028,0.888888889
Localidad: Cumbres,108,108,1,3.6,17.1,100,932.2,0,0,08/06/2028,0.881944444
Localidad: Cumbres,32,48,2,5.4,17.1,100,932.1,0,0,09/06/2028,0.875
Localidad: Cumbres,31,28,3.8,8.3,17.1,100,932,0,0,10/06/2028,0.868055556
Localidad: Cumbres,192,239,2.6,5.4,17.1,100,931.9,0,0,11/06/2028,0.861111111
Localidad: Cumbres,209,123,1.5,4,17.2,100,931.7,0,0,12/06/2028,0.854166667
Localidad: Cumbres,170,111,1.6,6.8,17.2,100,931.6,0,0,13/06/2028,0.847222222
Localidad: Cumbres,50,80,3.4,7.6,17.3,100,931.5,0,0,14/06/2028,0.840277778
Localidad: Cumbres,172,239,1.2,4.3,17.3,100,931.6,0,0,15/06/2028,0.833333333
Localidad: Cumbres,24,77,1.8,7.2,17.4,100,931.5,0,0,16/06/2028,0.826388889
Localidad: Cumbres,30,33,2.5,9,17.5,100,931.3,0,0,17/06/2028,0.819444444
Localidad: Cumbres,24,17,4.4,9.7,17.6,100,931.1,0,0,18/06/2028,0.8125
Localidad: Cumbres,5,23,4.9,10.4,17.8,100,931.1,0,0,19/06/2028,0.805555556
Localidad: Cumbres,18,15,6.5,15.1,18.2,100,931.1,0,0,20/06/2028,0.798611111
Localidad: Cumbres,10,355,5.7,16.6,18.7,100,931.1,0,0,21/06/2028,0.791666667
Localidad: Cumbres,19,31,7.1,15.8,19,98,931.1,0,0,22/06/2028,0.784722222
Localidad: Cumbres,5,30,7.1,16.9,19.3,93,930.8,0,0,23/06/2028,0.777777778
Localidad: Cumbres,286,35,5.3,14,19.6,89,930.7,0,0,24/06/2028,0.770833333
Localidad: Cumbres,6,25,6.6,14.4,19.7,86,930.6,0,0,25/06/2028,0.763888889
Localidad: Cumbres,18,34,7.6,17.3,19.8,85,930.4,0,0,26/06/2028,0.756944444
Localidad: Cumbres,25,347,5.4,13,19.9,84,930.4,0,0,27/06/2028,0.75
Localidad: Cumbres,32,32,5.6,15.8,20,83,930.3,0,0,28/06/2028,0.743055556
Localidad: Cumbres,25,25,6.6,15.8,20.1,82,930.2,0,0,29/06/2028,0.736111111
Localidad: Cumbres,29,28,4.8,15.1,20.2,82,930.3,0,0,30/06/2028,0.729166667
Localidad: Cumbres,51,48,6,15.5,20.2,82,930.3,0,0,01/07/2028,0.722222222
Localidad: Cumbres,43,41,5.4,15.5,20.3,81,930.3,0,0,02/07/2028,0.715277778
Localidad: Cumbres,32,49,6.9,18.4,20.4,81,930.3,0,0,03/07/2028,0.708333333
Localidad: Cumbres,30,26,6.3,16.6,20.5,81,930.3,0,0,04/07/2028,0.701388889
Localidad: Cumbres,34,53,5.6,18.4,20.4,81,930.4,0,0,05/07/2028,0.694444444
Localidad: Cumbres,34,56,7.1,16.6,20.4,80,930.4,0,0,06/07/2028,0.6875
Localidad: Cumbres,18,24,6,15.1,20.5,79,930.4,0,0,07/07/2028,0.680555556
Localidad: Cumbres,16,49,7,16.2,20.4,79,930.3,0,0,08/07/2028,0.673611111
Localidad: Cumbres,36,27,8.7,27,20.5,78,930.2,0,0,09/07/2028,0.666666667
Localidad: Cumbres,38,42,7.7,18,20.6,79,930.3,0,0,10/07/2028,0.659722222
Localidad: Cumbres,48,48,8.5,23,20.7,78,930.3,0,0,11/07/2028,0.652777778
Localidad: Cumbres,36,52,9.4,24.1,20.7,78,930.3,0,0,12/07/2028,0.645833333
Localidad: Cumbres,344,18,8.1,15.8,20.8,79,930.3,0,0,13/07/2028,0.638888889
Localidad: Cumbres,57,55,5.8,14.8,20.7,80,930.4,0,0,14/07/2028,0.631944444
Localidad: Cumbres,36,37,4.9,13,20.5,83,930.5,0,0,15/07/2028,0.625
Localidad: Cumbres,9,37,4.9,14,20.3,86,930.6,0,0,16/07/2028,0.618055556
Localidad: Cumbres,1,26,4.1,10.4,20.3,86,930.5,0,0,17/07/2028,0.611111111
Localidad: Cumbres,65,337,2,6.1,20.1,87,930.6,0,0,18/07/2028,0.604166667
Localidad: Cumbres,203,171,2,4,19.8,88,930.8,0,0,19/07/2028,0.597222222
Localidad: Cumbres,175,166,2.8,4.7,19.6,89,930.9,0,0,20/07/2028,0.590277778
Localidad: Cumbres,189,202,2.8,5.4,19.5,91,931,0,0,21/07/2028,0.583333333
Localidad: Cumbres,228,204,2,5,19.5,91,931,0,0,22/07/2028,0.576388889
Localidad: Cumbres,188,168,1.5,3.6,19.3,91,931.1,0,0,23/07/2028,0.569444444
Localidad: Cumbres,184,144,1.7,3.6,19.2,92,931.2,0,0,24/07/2028,0.5625
Localidad: Cumbres,200,155,1.6,3.6,19.1,92,931.3,0,0,25/07/2028,0.555555556
Localidad: Cumbres,174,193,1.9,4,19,93,931.4,0,0,26/07/2028,0.548611111
Localidad: Cumbres,160,184,2.9,5.4,19,93,931.5,0,0,27/07/2028,0.541666667
Localidad: Cumbres,152,165,1.7,4,19,92,931.6,0,0,28/07/2028,0.534722222
Localidad: Cumbres,155,165,1.8,4,18.8,93,931.6,0,0,29/07/2028,0.527777778
Localidad: Cumbres,155,163,4.1,6.1,18.7,94,931.8,0,0,30/07/2028,0.520833333
Localidad: Cumbres,148,153,2.5,5.8,18.5,96,932,0,0,31/07/2028,0.513888889
Localidad: Cumbres,160,138,3,5.4,18.3,99,932.1,0,0,01/08/2028,0.506944444
Localidad: Cumbres,176,172,2.7,5,18.3,99,932.2,0,0,02/08/2028,0.5
Localidad: Cumbres,172,146,2.2,4.3,18.2,100,932.3,0,0,03/08/2028,0.493055556
Localidad: Cumbres,271,266,5,9.7,18,100,932.4,0,0,04/08/2028,0.486111111
Localidad: Cumbres,270,218,2.3,7.9,17.8,100,932.5,0,0,05/08/2028,0.479166667
Localidad: Cumbres,210,221,2.2,4,17.7,100,932.5,0,0,06/08/2028,0.472222222
Localidad: Cumbres,191,221,1.6,3.6,17.7,100,932.6,0,0,07/08/2028,0.465277778
Localidad: Cumbres,237,222,2.9,5.4,17.7,100,932.6,0,0,08/08/2028,0.458333333
Localidad: Cumbres,155,197,1.4,2.9,17.7,100,932.6,0,0,09/08/2028,0.451388889
Localidad: Cumbres,343,20,1.9,5.4,17.6,100,932.6,0,0,10/08/2028,0.444444444
Localidad: Cumbres,76,330,2.4,8.6,17.5,100,932.5,0,0,11/08/2028,0.4375
Localidad: Cumbres,63,48,2.4,5.4,17.4,100,932.6,0,0,12/08/2028,0.430555556
Localidad: Cumbres,21,53,3.9,6.5,17.3,100,932.6,0,0,13/08/2028,0.423611111
Localidad: Cumbres,44,42,3.6,11.5,17.2,100,932.6,0,0,14/08/2028,0.416666667
Localidad: Cumbres,24,44,4.4,13.3,17.2,100,932.5,0,0,15/08/2028,0.409722222
Localidad: Cumbres,41,37,4.3,9.7,17.2,100,932.5,0,0,16/08/2028,0.402777778
Localidad: Cumbres,41,49,4.3,11.2,17.1,100,932.3,0,0,17/08/2028,0.395833333
Localidad: Cumbres,43,69,3.1,9,16.8,100,932.2,0,0,18/08/2028,0.388888889
Localidad: Cumbres,32,52,4.8,12.6,16.8,100,932.2,0.2,0,19/08/2028,0.381944444
Localidad: Cumbres,46,67,5.5,14.8,16.8,100,932.2,0,0,20/08/2028,0.375
Localidad: Cumbres,57,48,6.2,13.7,16.9,100,932.1,0,0,21/08/2028,0.368055556
Localidad: Cumbres,55,57,7.2,16.6,16.8,100,932.1,0,0,22/08/2028,0.361111111
Localidad: Cumbres,49,72,6.2,14.4,16.6,100,932,0,0,23/08/2028,0.354166667
Localidad: Cumbres,43,48,5.7,15.1,16.5,100,931.8,0,0,24/08/2028,0.347222222
Localidad: Cumbres,11,61,5.2,11.5,16.5,100,931.7,0,0,25/08/2028,0.340277778
Localidad: Cumbres,13,34,3.4,11.2,16.4,100,931.6,0,0,26/08/2028,0.333333333
Localidad: Cumbres,78,37,3.4,11.2,16.2,100,931.4,0,0,27/08/2028,0.326388889
Localidad: Cumbres,29,28,3.6,11.5,15.9,100,931.3,0,0,28/08/2028,0.319444444
Localidad: Cumbres,9,357,3.2,7.6,15.7,100,931.3,0,0,29/08/2028,0.3125
Localidad: Cumbres,327,318,1.9,4.7,15.5,100,931.2,0,0,30/08/2028,0.305555556
Localidad: Cumbres,239,213,1.4,4,15.3,100,931.1,0,0,31/08/2028,0.298611111
Localidad: Cumbres,224,200,2.1,4.3,15.2,100,931,0,0,01/09/2028,0.291666667
Localidad: Cumbres,314,281,1.5,2.9,15.2,100,931,0,0,02/09/2028,0.284722222
Localidad: Cumbres,217,342,0.7,2.2,15.1,100,930.9,0,0,03/09/2028,0.277777778
Localidad: Cumbres,211,286,1.2,2.9,15.1,100,930.8,0,0,04/09/2028,0.270833333
Localidad: Cumbres,248,304,0.8,2.9,15,100,930.7,0,0,05/09/2028,0.263888889
Localidad: Cumbres,321,319,2,3.6,15.1,100,930.7,0,0,06/09/2028,0.256944444
Localidad: Cumbres,230,206,1.4,4.3,15.1,100,930.6,0,0,07/09/2028,0.25
Localidad: Cumbres,275,176,0.8,2.5,15.1,100,930.5,0,0,08/09/2028,0.243055556
Localidad: Cumbres,326,176,1,3.2,15.1,100,930.4,0,0,09/09/2028,0.236111111
Localidad: Cumbres,239,308,2.5,4,15,100,930.4,0,0,10/09/2028,0.229166667
Localidad: Cumbres,286,305,2.6,4.7,15,100,930.3,0,0,11/09/2028,0.222222222
Localidad: Cumbres,195,192,1.7,3.6,14.9,100,930.3,0,0,12/09/2028,0.215277778
Localidad: Cumbres,254,319,1.9,4.3,15,100,930.3,0,0,13/09/2028,0.208333333
Localidad: Cumbres,245,286,0.9,3.6,15.1,100,930.3,0,0,14/09/2028,0.201388889
Localidad: Cumbres,280,282,1.2,3.6,15.1,100,930.3,0,0,15/09/2028,0.194444444
Localidad: Cumbres,48,108,0.5,2.5,15.1,100,930.2,0,0,16/09/2028,0.1875
Localidad: Cumbres,212,235,1.5,3.6,15.1,100,930.1,0,0,17/09/2028,0.180555556
Localidad: Cumbres,98,235,1.4,3.2,15.1,100,930.1,0,0,18/09/2028,0.173611111
Localidad: Cumbres,223,255,1,2.9,15,100,930,0,0,19/09/2028,0.166666667
Localidad: Cumbres,240,216,1.8,3.6,15,100,930.1,0,0,20/09/2028,0.159722222
Localidad: Cumbres,51,347,0.5,2.5,15,100,930.2,0,0,21/09/2028,0.152777778
Localidad: Cumbres,274,222,1.2,4,14.9,100,930.3,0,0,22/09/2028,0.145833333
Localidad: Cumbres,219,198,2.2,3.6,14.8,100,930.3,0,0,23/09/2028,0.138888889
Localidad: Cumbres,212,211,1.8,3.2,14.7,100,930.3,0,0,24/09/2028,0.131944444
Localidad: Cumbres,296,322,2.1,4.3,14.6,100,930.3,0,0,25/09/2028,0.125
Localidad: Cumbres,296,221,0.9,3.6,14.6,100,930.4,0,0,26/09/2028,0.118055556
Localidad: Cumbres,184,201,2.1,5.4,14.4,100,930.4,0,0,27/09/2028,0.111111111
Localidad: Cumbres,265,318,2,5,14.3,100,930.4,0,0,28/09/2028,0.104166667
Localidad: Cumbres,249,204,2.2,5,14.1,100,930.4,0,0,29/09/2028,0.097222222
Localidad: Cumbres,220,198,2.5,5.4,13.9,100,930.4,0,0,30/09/2028,0.090277778
Localidad: Cumbres,242,197,2.7,6.5,13.6,100,930.4,0,0,01/10/2028,0.083333333
Localidad: Cumbres,217,216,2,5.4,13.5,100,930.6,0,0,02/10/2028,0.076388889
Localidad: Cumbres,192,165,2,6.1,13.6,100,930.5,0,0,03/10/2028,0.069444444
Localidad: Cumbres,235,189,2.4,5,13.6,100,930.5,0,0,04/10/2028,0.0625
Localidad: Cumbres,239,211,2.4,5.8,13.8,100,930.5,0,0,05/10/2028,0.055555556
Localidad: Cumbres,213,173,2.8,5.8,14.2,97,930.5,0,0,06/10/2028,0.048611111
Localidad: Cumbres,247,171,2.5,7.2,14.7,92,930.5,0,0,07/10/2028,0.041666667
Localidad: Cumbres,221,216,2.8,6.5,15.1,88,930.5,0,0,08/10/2028,0.034722222
Localidad: Cumbres,238,183,2.4,5,15.4,85,930.7,0,0,09/10/2028,0.027777778
Localidad: Cumbres,234,254,2.9,7.9,15.6,83,930.8,0,0,10/10/2028,0.020833333
Localidad: Cumbres,343,0,2,7.6,16,79,931,0,0,11/10/2028,0.013888889
Localidad: Cumbres,349,352,4.3,17.6,16.3,73,931.2,0,0,12/10/2028,0.006944444
Localidad: Cumbres,356,349,5.1,14.8,16.2,73,931.3,0,0,13/10/2028,0
Localidad: Cumbres,0,344,6.4,14.8,16.1,72,931.3,0,0,14/10/2028,0.993055556
Localidad: Cumbres,349,329,6,12.2,16.1,73,931.3,0,0,15/10/2028,0.986111111
Localidad: Cumbres,345,25,5.8,14,16.3,73,931.5,0,0,16/10/2028,0.979166667
Localidad: Cumbres,349,343,5.8,16.2,16.3,75,931.5,0,0,17/10/2028,0.972222222
Localidad: Cumbres,341,347,4.2,9.7,16.9,72,931.7,0,0,18/10/2028,0.965277778
Localidad: Cumbres,355,25,8.1,19.8,17.4,64,931.8,0,0,19/10/2028,0.958333333
Localidad: Cumbres,5,357,10.6,21.2,17.5,63,931.7,0,0,20/10/2028,0.951388889
Localidad: Cumbres,6,36,10.7,21.6,17.7,62,931.7,0,0,21/10/2028,0.944444444
Localidad: Cumbres,11,356,9.7,21.2,17.5,63,931.7,0,0,22/10/2028,0.9375
Localidad: Cumbres,10,57,9,27.7,17.2,67,931.6,0,0,23/10/2028,0.930555556
Localidad: Cumbres,0,14,7.5,20.2,17.1,69,931.4,0,0,24/10/2028,0.923611111
Localidad: Cumbres,0,348,7.8,21.2,16.4,76,931.1,0,0,25/10/2028,0.916666667
Localidad: Cumbres,3,347,7.4,17.6,15.6,86,930.9,0,0,26/10/2028,0.909722222
Localidad: Cumbres,328,357,3.9,16.2,15.2,95,930.9,0,0,27/10/2028,0.902777778
Localidad: Cumbres,334,319,2.5,6.8,15.2,93,931.1,0,0,28/10/2028,0.895833333
Localidad: Cumbres,289,347,4.1,9.4,15.3,90,931.2,0,0,29/10/2028,0.888888889
Localidad: Cumbres,199,349,2.8,8.3,15.2,92,931.3,0,0,30/10/2028,0.881944444
Localidad: Cumbres,291,340,3.3,8.6,15.4,89,931.1,0.2,0,31/10/2028,0.875
Localidad: Cumbres,266,188,2.8,7.6,15.6,86,930.9,0,0,01/11/2028,0.868055556
Localidad: Cumbres,337,11,4.8,14,15.6,89,930.7,0,0,02/11/2028,0.861111111
Localidad: Cumbres,296,181,5.1,9.4,15.7,87,930.5,0,0,03/11/2028,0.854166667
Localidad: Cumbres,298,357,3.1,9.4,15.9,84,930.4,0,0,04/11/2028,0.847222222
Localidad: Cumbres,292,302,4.8,9.7,16.1,81,930.2,0,0,05/11/2028,0.840277778
Localidad: Cumbres,293,319,4.1,7.6,16.5,79,930.1,0,0,06/11/2028,0.833333333
Localidad: Cumbres,206,229,3.7,7.9,16.8,77,929.9,0,0,07/11/2028,0.826388889
Localidad: Cumbres,329,349,4,9,17.3,75,929.8,0,0,08/11/2028,0.819444444
Localidad: Cumbres,271,287,4.1,10.8,17.7,72,929.7,0,0,09/11/2028,0.8125
Localidad: Cumbres,242,77,3.8,11.5,18.2,68,929.6,0,0,10/11/2028,0.805555556
Localidad: Cumbres,346,351,3.4,8.3,18.9,65,929.5,0,0,11/11/2028,0.798611111
Localidad: Cumbres,1,36,6.4,20.5,18.9,64,929.3,0,0,12/11/2028,0.791666667
Localidad: Cumbres,344,340,5.1,12.2,19.1,65,929.1,0,0,13/11/2028,0.784722222
Localidad: Cumbres,342,357,5.6,15.8,19.6,62,929,0,0,14/11/2028,0.777777778
Localidad: Cumbres,334,334,5.9,13.3,20,59,928.9,0,0,15/11/2028,0.770833333
Localidad: Cumbres,351,25,5.2,14,20.2,57,928.9,0,0,16/11/2028,0.763888889
Localidad: Cumbres,2,42,9,20.9,20.2,56,928.8,0,0,17/11/2028,0.756944444
Localidad: Cumbres,335,341,7.4,14.4,20.4,57,928.7,0,0,18/11/2028,0.75
Localidad: Cumbres,352,349,5.7,17.3,20.6,55,928.8,0,0,19/11/2028,0.743055556
Localidad: Cumbres,342,353,7.8,18.4,20.7,55,928.7,0,0,20/11/2028,0.736111111
Localidad: Cumbres,5,352,6.3,16.6,20.9,54,928.6,0,0,21/11/2028,0.729166667
Localidad: Cumbres,297,249,5.7,16.2,21.1,54,928.6,0,0,22/11/2028,0.722222222
Localidad: Cumbres,14,357,8.3,20.2,21.3,53,928.6,0,0,23/11/2028,0.715277778
Localidad: Cumbres,22,37,10.5,31.7,21.5,52,928.6,0,0,24/11/2028,0.708333333
Localidad: Cumbres,27,49,14.8,34.9,22.2,51,928.6,0,0,25/11/2028,0.701388889
Localidad: Cumbres,27,25,7.6,23,23.1,49,928.5,0,0,26/11/2028,0.694444444
Localidad: Cumbres,25,42,10.6,28.4,23.5,48,928.5,0,0,27/11/2028,0.6875
Localidad: Cumbres,27,31,6.3,25.2,23.9,47,928.5,0,0,28/11/2028,0.680555556
Localidad: Cumbres,17,41,9.1,31.7,24,47,928.6,0,0,29/11/2028,0.673611111
Localidad: Cumbres,21,51,7.4,28.4,24.1,47,928.6,0,0,30/11/2028,0.666666667
Localidad: Cumbres,32,50,11.8,31.7,24,47,928.7,0,0,01/12/2028,0.659722222
Localidad: Cumbres,50,24,11.5,31.7,24,47,928.7,0,0,02/12/2028,0.652777778
Localidad: Cumbres,38,34,11.8,35.3,24.1,47,928.8,0,0,03/12/2028,0.645833333
Localidad: Cumbres,37,18,13.7,39.6,24,47,929,0,0,04/12/2028,0.638888889
Localidad: Cumbres,39,75,12.6,27.7,24.3,46,929.1,0.2,0,05/12/2028,0.631944444
Localidad: Cumbres,40,35,8.6,25.2,24.1,46,929.1,0,0,06/12/2028,0.625
Localidad: Cumbres,41,54,11.6,32,24.1,46,929.3,0,0,07/12/2028,0.618055556
Localidad: Cumbres,38,36,9.3,30.2,24.3,45,929.4,0,0,08/12/2028,0.611111111
Localidad: Cumbres,36,68,10.1,27.4,24,46,929.6,0,0,09/12/2028,0.604166667
Localidad: Cumbres,44,23,11.8,32.8,23.9,46,929.8,0,0,10/12/2028,0.597222222
Localidad: Cumbres,48,36,11.7,28.4,24,45,929.8,0,0,11/12/2028,0.590277778
Localidad: Cumbres,23,52,9.4,37.4,23.9,45,930,0,0,12/12/2028,0.583333333
